"subject" "activity" "timebodyaccelerationmeany" "timebodyaccelerationmeanz" "timebodyaccelerationstandarddeviationx" "timebodyaccelerationstandarddeviationy" "timebodyaccelerationstandarddeviationz" "timegravityaccelerationmeanx" "timegravityaccelerationmeany" "timegravityaccelerationmeanz" "timegravityaccelerationstandarddeviationx" "timegravityaccelerationstandarddeviationy" "timegravityaccelerationstandarddeviationz" "timebodyaccelerationjerkmeanx" "timebodyaccelerationjerkmeany" "timebodyaccelerationjerkmeanz" "timebodyaccelerationjerkstandarddeviationx" "timebodyaccelerationjerkstandarddeviationy" "timebodyaccelerationjerkstandarddeviationz" "timebodygyroscopemeanx" "timebodygyroscopemeany" "timebodygyroscopemeanz" "timebodygyroscopestandarddeviationx" "timebodygyroscopestandarddeviationy" "timebodygyroscopestandarddeviationz" "timebodygyroscopejerkmeanx" "timebodygyroscopejerkmeany" "timebodygyroscopejerkmeanz" "timebodygyroscopejerkstandarddeviationx" "timebodygyroscopejerkstandarddeviationy" "timebodygyroscopejerkstandarddeviationz" "timebodyaccelerationmagnitudemean" "timebodyaccelerationmagnitudestandarddeviation" "timegravityaccelerationmagnitudemean" "timegravityaccelerationmagnitudestandarddeviation" "timebodyaccelerationjerkmagnitudemean" "timebodyaccelerationjerkmagnitudestandarddeviation" "timebodygyroscopemagnitudemean" "timebodygyroscopemagnitudestandarddeviation" "timebodygyroscopejerkmagnitudemean" "timebodygyroscopejerkmagnitudestandarddeviation" "frequencydomainsignalbodyaccelerationmeanx" "frequencydomainsignalbodyaccelerationmeany" "frequencydomainsignalbodyaccelerationmeanz" "frequencydomainsignalbodyaccelerationstandarddeviationx" "frequencydomainsignalbodyaccelerationstandarddeviationy" "frequencydomainsignalbodyaccelerationstandarddeviationz" "frequencydomainsignalbodyaccelerationmeanfreqx" "frequencydomainsignalbodyaccelerationmeanfreqy" "frequencydomainsignalbodyaccelerationmeanfreqz" "frequencydomainsignalbodyaccelerationjerkmeanx" "frequencydomainsignalbodyaccelerationjerkmeany" "frequencydomainsignalbodyaccelerationjerkmeanz" "frequencydomainsignalbodyaccelerationjerkstandarddeviationx" "frequencydomainsignalbodyaccelerationjerkstandarddeviationy" "frequencydomainsignalbodyaccelerationjerkstandarddeviationz" "frequencydomainsignalbodyaccelerationjerkmeanfreqx" "frequencydomainsignalbodyaccelerationjerkmeanfreqy" "frequencydomainsignalbodyaccelerationjerkmeanfreqz" "frequencydomainsignalbodygyroscopemeanx" "frequencydomainsignalbodygyroscopemeany" "frequencydomainsignalbodygyroscopemeanz" "frequencydomainsignalbodygyroscopestandarddeviationx" "frequencydomainsignalbodygyroscopestandarddeviationy" "frequencydomainsignalbodygyroscopestandarddeviationz" "frequencydomainsignalbodygyroscopemeanfreqx" "frequencydomainsignalbodygyroscopemeanfreqy" "frequencydomainsignalbodygyroscopemeanfreqz" "frequencydomainsignalbodyaccelerationmagnitudemean" "frequencydomainsignalbodyaccelerationmagnitudestandarddeviation" "frequencydomainsignalbodyaccelerationmagnitudemeanfreq" "frequencydomainsignalbodybodyaccelerationjerkmagnitudemean" "frequencydomainsignalbodybodyaccelerationjerkmagnitudestandarddeviation" "frequencydomainsignalbodybodyaccelerationjerkmagnitudemeanfreq" "frequencydomainsignalbodybodygyroscopemagnitudemean" "frequencydomainsignalbodybodygyroscopemagnitudestandarddeviation" "frequencydomainsignalbodybodygyroscopemagnitudemeanfreq" "frequencydomainsignalbodybodygyroscopejerkmagnitudemean" "frequencydomainsignalbodybodygyroscopejerkmagnitudestandarddeviation" "frequencydomainsignalbodybodygyroscopejerkmagnitudemeanfreq"
9 "WALKING_UPSTAIRS" 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 0.0212079795342014 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 0.0873824099399306 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 -0.678923872274306 -0.114241692174028 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 0.0503765347979167 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 0.118754676428472 -0.505183470509188 -0.0572281955868056 -0.505183470509188 -0.0572281955868056 -0.621608245092361 -0.129470527798958 -0.550201866572569 -0.0817126595448611 -0.7629795809375 -0.196946325668229 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.756143161482639 -0.291349229752569 -0.0879003298041667 -0.963659764305556 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.49625 -0.219176266215278 -0.296107744084757 -0.964194555694444 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.774425288090278 -0.205909254584222 -0.240880440259861 -0.982376583125 -0.553186448295139 -0.732040228642361 -0.654877788232639 -0.609193721940625 -0.900903878506944 -0.448280031316667 -0.700863097986111 -0.892450142694444 -0.584530174336042 -0.786473954201389 -0.901014108090278
10 "WALKING_DOWNSTAIRS" 0.276238831213675 -0.0188857189162821 -0.112087661002564 -0.425216183982906 -0.386704550776068 -0.0279403896692308 0.65835911957265 -0.165177771367521 0.0307366662204145 -0.964245853333333 -0.95273087965812 0.0424249685367521 0.0804000423888889 0.0153774046898718 -0.0143982101450427 -0.414395232038462 -0.431961308787137 -0.131801697023077 -0.0144658378235897 -0.0863038250719359 0.089594378107906 -0.597873796746581 -0.492482432210256 0.0745250113418803 -0.11062834367265 -0.043380952132265 -0.0554261378425641 -0.632669178589744 -0.713441119059829 0.0876590342884615 -0.384739666615641 -0.0851504247385855 -0.384739666615641 -0.0851504247385855 -0.474897326746876 0.00511816739026624 -0.412441627912821 -0.0550152019541026 -0.670402026880342 -0.169398462576496 -0.418694276739316 -0.380394009936325 -0.572754894505128 -0.429098457335897 -0.430554427691538 -0.852728467294872 -0.198237467184402 0.088899044042735 -0.925679805811966 -0.436761689484615 -0.450402445118248 -0.654781895967094 -0.444119132470983 -0.451626571504701 -0.244786324786325 -0.0856086178596154 -0.181063512296154 -0.927051361068376 -0.531727937426966 -0.564114631944444 -0.467504644086325 -0.621040868816239 -0.460535897286325 -0.791629825683761 -0.0933071451660684 -0.129584765945726 -0.940906415940171 -0.407807233704274 -0.742705569576923 -0.685665068115385 -0.398398451363248 -0.881969880042735 -0.625928812371795 -0.585222602952991 -0.843523997111111 -0.672470534935897 -0.713252357820513 -0.858635190478632
10 "WALKING_UPSTAIRS" 0.2792260805 -0.0137410699333333 -0.1082356298 -0.976914667166667 -0.929141091633333 0.057491480795 0.582637512166667 0.2814715215 0.1506301434 -0.9719009915 -0.961517524833333 0.0427492976933333 0.0775130550833333 0.00330831786383333 0.000510105274833334 -0.977836345 -0.962510329833333 0.014381303025 -0.0342448434966667 -0.078152882769 0.0966117812 -0.970429545833333 -0.976850974833333 -0.17833946884 -0.0984885261 -0.0386820786833333 -0.0560434883966667 -0.978483352166667 -0.983924353 -0.096772664025 -0.9617663145 -0.261640089933333 -0.9617663145 -0.261640089933333 -0.978933889 -0.115571707408333 -0.948394682666667 -0.104105473918333 -0.984314541333333 -0.178962387866667 -0.975310696833333 -0.940255585 -0.976061050166667 -0.978249844833333 -0.928300078783333 -0.902564102333333 0.00798704466166666 0.11787740315 -0.999573317833333 -0.978120306166667 -0.9634427765 -0.9826301395 -0.979612429166667 -0.964387826 -0.096 0.18049724774 -0.0236616142666667 -0.999630103 -0.9661191675 -0.976870853 -0.9572695305 -0.971946495 -0.977034021833333 -0.904597700833333 0.0389539027333333 0.0734377932783333 -0.9994472175 -0.951348618666667 -0.788505747 -0.690974263333333 -0.970436012833333 -0.8126984135 -0.7727976512 -0.958964957333333 -0.917948718333333 -0.495212573916667 -0.980438270333333 -0.93915344
11 "WALKING_UPSTAIRS" 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 0.126595478499051 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 0.0413075896974684 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 0.0123363638275316 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 0.0274157945953481 -0.542825032813608 -0.0470450692733133 -0.542825032813608 -0.0470450692733133 -0.679819504547468 -0.0844928174203481 -0.628367851066456 -0.00977386751806962 -0.826829028481013 -0.200767113821646 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.865871468797468 -0.224360420717722 0.0318551463759494 -0.982788334841772 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.34253164556962 -0.0874254925382278 -0.242572597206013 -0.983921284272152 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.857704059208861 -0.111874925112848 -0.181778028186076 -0.987084076234177 -0.611528074359177 -0.689436926487342 -0.696115804110759 -0.656133473274684 -0.897930478291139 -0.603941715534177 -0.757585939588608 -0.891269069427215 -0.571880430909177 -0.864827011392405 -0.876632508563291
12 "SITTING" 0.275639357761194 -0.0184861388459702 -0.107917262447761 -0.508665196767164 -0.401357613464179 0.0119147249141791 0.629964778955224 0.112652596558955 -0.0494520137037313 -0.973039656865672 -0.961684570149254 0.213144317104478 0.0572366455208955 0.010632586489403 0.0155338481445373 -0.487513853589552 -0.441798499370224 -0.0794947516720149 -0.0702784362985075 -0.0422418424895522 0.089311570049403 -0.677307561997761 -0.680398804104478 -0.122841947566418 -0.0726924262059701 -0.0457374795179104 -0.0515110922703731 -0.623189590291045 -0.786312781716418 -0.0143489668813433 -0.485419876919403 0.0310249718253731 -0.485419876919403 0.0310249718253731 -0.553813266144776 0.0868630565761194 -0.585957269414925 -0.087547361169403 -0.735015701865672 -0.0448682444266418 -0.498119157841045 -0.392694131024627 -0.75610207 -0.514152324191791 -0.444910001659702 -0.880597014134328 -0.188475319269179 0.102421127053731 -0.974146133208955 -0.51464202580597 -0.471744804389552 -0.799284140671642 -0.505745022388806 -0.447339284527239 -0.31044776119403 -0.105604273753731 -0.232084104223881 -0.974698825597015 -0.585669505506716 -0.708184516268657 -0.64488048111194 -0.707831066395522 -0.669622323059701 -0.765826041865672 -0.049418997688806 -0.107386749104701 -0.946781176641791 -0.47792395599403 -0.757076685074627 -0.680283616537313 -0.461153229439552 -0.912816866492537 -0.561507506913433 -0.669095112974627 -0.863375430522388 -0.636774416440299 -0.749207546626866 -0.917791990820896
12 "WALKING_DOWNSTAIRS" 0.272145794677419 -0.0182299075608413 -0.105735506451613 -0.638208440290323 -0.608983265026882 0.128696526917204 0.749117763666667 -0.0295853747510753 0.0924517595346237 -0.96330852155914 -0.959772033870968 0.125157262365591 0.0799354253827957 0.00147809411698925 -0.0106609660939785 -0.650790264784946 -0.664699691132473 0.0574455788376344 -0.0575264551461828 -0.0714218698580645 0.100946227484946 -0.764316840252151 -0.774444433548387 -0.0187119860784946 -0.073416747110215 -0.0421957057096774 -0.0617431983833333 -0.772069692150538 -0.829185586182796 -0.0526965479623656 -0.613018446822043 -0.0289301326693548 -0.613018446822043 -0.0289301326693548 -0.684974084575269 -0.00964061082709677 -0.66459948788172 -0.0821714296607527 -0.807753381612903 -0.0233135007837634 -0.637131722208064 -0.617370170090323 -0.705415178817204 -0.639348459586021 -0.63100314140914 -0.815963606204301 -0.180325464786559 0.00270278789193548 -0.963557579892473 -0.659962097978441 -0.677425008402742 -0.758238879408602 -0.67299670577957 -0.674141468072581 -0.284731182795699 -0.0041257197944086 -0.184961636962903 -0.965835025698925 -0.71569500327957 -0.771175710268817 -0.666367678483871 -0.781057375053763 -0.779444961236559 -0.841305153602151 -0.10951505243172 -0.107254486672581 -0.972533933655914 -0.617897670354839 -0.806822395 -0.581024955064516 -0.638505427183871 -0.899982930268817 -0.53319831222043 -0.752048340967742 -0.865729252795699 -0.599698074873344 -0.819220973494624 -0.922171017365591
13 "SITTING" 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 0.155412659665443 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 0.0750288070994801 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 0.188734326000795 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.134262430097095 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.236134704746483 -0.539871637249541 -0.0812011027883792 -0.539871637249541 -0.0812011027883792 -0.625466938809174 -0.0204359410957798 -0.581215403184709 -0.112066802092049 -0.712745036012232 0.054338971921682 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.868501528654434 -0.222056646711315 -0.0348311463927523 -0.956324457553517 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.280978593272171 -0.0241961823456881 -0.238328546685321 -0.960220839633028 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.781292839840979 -0.112645469406422 -0.0806130190608563 -0.957753795963303 -0.589928108599083 -0.75556258529052 -0.606501643941896 -0.607295296423853 -0.880297071437309 -0.545164640719878 -0.652225306544343 -0.902611150152905 -0.551795383644343 -0.712054366504281 -0.895733215688073
14 "WALKING_DOWNSTAIRS" 0.268742494553279 -0.0166371300659426 -0.0996007059877049 -0.493875900753279 -0.190356784144426 0.0417167162909836 0.695710723688525 -0.165548427598361 -0.255499121995902 -0.933986522704918 -0.934878446827869 -0.0629233890305738 0.0731636526834836 0.00468680247090164 -0.00109705214282787 -0.530799952657623 -0.459397679983197 0.0744219524335943 0.00779788388987705 -0.101356256508197 0.0483130820040984 -0.649305014086066 -0.216650778374795 0.041185053354918 -0.109826852532898 -0.0439177837856107 -0.0418610459717213 -0.723150613606557 -0.60583333504918 -0.0940562023110656 -0.29092762277541 -0.0408470165638934 -0.29092762277541 -0.0408470165638934 -0.487984706926639 -0.101394781214754 -0.245124405807746 -0.0878660869967213 -0.608256767676639 -0.262155190386721 -0.503578578393852 -0.292774738243033 -0.272591149659836 -0.491090578268648 -0.194161740892213 -0.862547287295082 -0.34885362172541 -0.164564952463934 -0.915089009836066 -0.547228392966803 -0.475602672016393 -0.502642372690574 -0.556172286909426 -0.479636522397131 -0.528032786885246 -0.205089412670902 -0.363010957721311 -0.91389351704918 -0.6115221855 -0.355248774921516 -0.247597875968033 -0.66393820870082 -0.15091173901873 -0.799886939913934 -0.260353448080328 -0.35002956284918 -0.949189615409836 -0.33954605254918 -0.813736574713115 -0.619585111445902 -0.472519023106762 -0.899817848192623 -0.462637842652049 -0.408328310255328 -0.86485918632377 -0.59709919277459 -0.632288075747377 -0.881212593196721
14 "WALKING_UPSTAIRS" 0.274638681518987 -0.0150740054405063 -0.105264366677722 -0.975494321518987 -0.944189643417721 0.0647047313341772 0.599098975405063 0.0546109842746835 0.130135867455696 -0.963666510379747 -0.965538336582279 0.183069983379747 0.0773017082381013 0.0036647518358481 -0.0069576409346962 -0.985306933037975 -0.978904104303797 -0.0154437327556962 -0.023047440764557 -0.0773800849721519 0.0988407598607595 -0.973762051772152 -0.962039041139241 -0.369595880253165 -0.100542747126582 -0.0414738805316456 -0.054978679931519 -0.981309872025316 -0.982321302658228 -0.130836664714557 -0.954651726708861 -0.0770041179278481 -0.954651726708861 -0.0770041179278481 -0.982660079367089 -0.176064895883544 -0.945647504556962 -0.00234564727468355 -0.98548876278481 -0.305792867189873 -0.977590046582278 -0.957021698227848 -0.959720590506329 -0.974837439746835 -0.941020529113924 -0.944498539493671 -0.227493608175949 -0.117621832434177 -0.999360090886076 -0.985349748734177 -0.978897426202532 -0.97720619556962 -0.986653889746835 -0.980582625189873 -0.361012658227848 0.0256392015189873 -0.127279921607595 -0.999495850379747 -0.969864989620253 -0.966022947974684 -0.968502550759494 -0.975138491898734 -0.96026162278481 -0.910955914303798 -0.182619256862025 -0.331243230308861 -0.999724199113924 -0.958267383037975 -0.902226101898734 -0.620526112227848 -0.981048938227848 -0.839662447594937 -0.780470895822785 -0.959072824810127 -0.967543005949367 -0.524855811198734 -0.981054587341772 -0.929274664177215
15 "WALKING_DOWNSTAIRS" 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 0.00308340336929878 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 0.135591727429268 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.0616458871920732 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.0164187550037195 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.03589902699125 -0.527285352000488 -0.0758776303927439 -0.527285352000488 -0.0758776303927439 -0.654799694757531 -0.0514610196457317 -0.617721779796037 -0.0542745147657591 -0.805282669512195 -0.239189702983537 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.866322700804878 -0.218637119967988 0.0505085375937378 -0.97693808195122 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.304268292682927 -0.0490273566650701 -0.197408729697561 -0.976245168810976 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.80950378429878 -0.143256673841646 -0.222137469043902 -0.982368371585366 -0.562948391223628 -0.743902437966463 -0.656990858314024 -0.614817605125915 -0.87408052510061 -0.677640387552134 -0.732394493841463 -0.868355222073171 -0.582198431045732 -0.83680189402439 -0.874564458993902
16 "WALKING_DOWNSTAIRS" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 0.00801187159016393 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.0486329630982514 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 0.0315516794377049 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 0.0424870540431694 -0.616131116889044 -0.0585560819733333 -0.616131116889044 -0.0585560819733333 -0.725246870486339 -0.0598259325279508 -0.718168775628415 -0.0495879774028962 -0.860446372459016 -0.123215792939945 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.833123160565574 -0.238570460241803 -0.0276434719766667 -0.966855583032787 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.349289617486339 -0.0318889109278689 -0.194511969031749 -0.970228619043716 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.845675522953552 -0.137899091231284 -0.158018408842896 -0.991423203360656 -0.666962508246721 -0.738835499478142 -0.605339364289617 -0.713167613706148 -0.862780812136612 -0.661107135227049 -0.81712881920765 -0.877539582704918 -0.565554545992924 -0.87277228273224 -0.901379129918033
17 "SITTING" 0.27344147274375 -0.0180888559772812 -0.109111919458969 -0.550867932263844 -0.507275258134 0.0736837586596875 0.668613344125 0.01046225616875 0.0223722077328125 -0.9695361643125 -0.9570481696875 0.0130459321553125 0.08251105141625 0.00885228208375 0.003826532875875 -0.635949363671875 -0.6209185283575 0.040786791834125 -0.01284166884445 -0.0833880991568063 0.0745157818036563 -0.7250048879375 -0.73173270325 -0.0593643151026719 -0.109084058157187 -0.0390296211270938 -0.0504091215649062 -0.75779255871875 -0.80093311453125 -0.16328344835875 -0.506906000020438 -0.08086938631375 -0.506906000020438 -0.08086938631375 -0.652073857695312 -0.0635446824265 -0.630693906651719 -0.111536228129969 -0.78281769309375 -0.0708211761039687 -0.600723904619781 -0.545947390043031 -0.67938986181875 -0.533671600249375 -0.519062339910625 -0.86490384584375 -0.256068433214375 -0.00441841828840625 -0.98128594815625 -0.675134742364062 -0.65093749483125 -0.7744940495625 -0.628899885682187 -0.614345425693125 -0.359125 -0.130540964169687 -0.199136237109531 -0.9825619190625 -0.690246842451563 -0.7428462089375 -0.68792205428125 -0.737661758785625 -0.72779753184375 -0.8700431024375 -0.0794198509303437 -0.109006734705156 -0.98447815015625 -0.595908048050938 -0.78383620665625 -0.535912860652813 -0.653531400748438 -0.853273807778125 -0.599878314882813 -0.73703546740625 -0.90496794925 -0.50361627705 -0.8045235876875 -0.870833332278125
17 "WALKING_DOWNSTAIRS" 0.277950050208333 -0.0138932613754167 -0.109786077604167 -0.992370654583333 -0.965205728333333 0.316071518208333 0.901097859791667 -0.17504772675 -0.284880580416667 -0.986674910208333 -0.970555891666667 0.563971943875 0.0740394237708333 0.00607092773104167 -0.00478813832875 -0.993627979375 -0.987195772291667 0.0533245840125 -0.026848276775 -0.07819643980625 0.0937536148541667 -0.985719333333333 -0.985762623125 -0.324355513389583 -0.099654922875 -0.0401207685420833 -0.0537865145708333 -0.992357467708333 -0.993025651041667 -0.111594515279167 -0.97810887125 -0.168151548327083 -0.97810887125 -0.168151548327083 -0.992407460833333 -0.138643937 -0.979459900833333 -0.1245820500125 -0.994575164583333 -0.205833114525 -0.992157217708333 -0.973701284375 -0.982664512083333 -0.992433994583333 -0.962714830416667 -0.8958333331875 -0.02778538428125 0.0700889126375 -0.999735006458333 -0.993660824583333 -0.9868704575 -0.989427028125 -0.994178642291667 -0.988578176875 -0.1525 0.25766061329375 0.088375064625625 -0.999793358125 -0.985134202708333 -0.987405592708333 -0.986429749791667 -0.986027005208333 -0.984919989375 -0.920977012083333 -0.0923221393895833 -0.0919220529166667 -0.999912510208333 -0.981396533333333 -0.837643677958333 -0.555539629291667 -0.991203280625 -0.8458994710625 -0.8331362475 -0.985919111875 -0.958333333958333 -0.4237232295 -0.993130339166667 -0.855820106875
18 "SITTING" 0.27795824 -0.01729741093 -0.110021546 -0.991705206333333 -0.939095257 0.211098036796667 0.962581161666667 -0.180018835666667 0.0783976787 -0.995679798333333 -0.97557713 0.270818598 0.0756560724 0.01212352927 0.000426343527333334 -0.989808125333333 -0.968781037 0.06512414095 -0.0259236282933333 -0.0744458279666667 0.0854533145 -0.950461505666667 -0.977660980333333 -0.438423976166667 -0.0981970214 -0.0397930495333333 -0.053319608 -0.976198165666667 -0.991806091 -0.13200050215 -0.963685834333333 -0.0988342678566667 -0.963685834333333 -0.0988342678566667 -0.984336614 -0.277058489266667 -0.951887812 -0.00607386343333334 -0.986611885 -0.320706610733333 -0.990052909 -0.949811015333333 -0.972738081666667 -0.992469808333333 -0.937087901 -0.969230769333333 -0.0377801750666667 -0.0957290482 -0.999785262 -0.989649728 -0.969070922 -0.986778406666667 -0.990952901666667 -0.970764276333333 -0.28 0.147190851333333 -0.195180123733333 -0.99978574 -0.953668505666667 -0.982765614333333 -0.966466455666667 -0.950392071666667 -0.975029833666667 -0.836781609333333 -0.307039569766667 -0.375759986466667 -0.999915945666667 -0.97137329 -0.882758619666667 -0.5783012467 -0.982538887333333 -0.776719576333333 -0.771898830666667 -0.964628023666667 -0.945299146 -0.490492421533333 -0.987332531 -0.943915344
18 "STANDING" 0.276177377784431 -0.0172818741561907 -0.107940757511976 -0.667932305209581 -0.599095553763473 0.119417351147722 0.694792777095808 -0.0010301843263473 0.0910314168113772 -0.978742766586826 -0.968999955598802 0.0696375729302395 0.0776448301356287 0.0129534445262126 0.000886467423302994 -0.711725557065868 -0.711788469131737 0.109202669106886 -0.038430136020509 -0.0672248771926647 0.0913241464640719 -0.791426443721557 -0.759370761556886 -0.0869361377221557 -0.0940621740320958 -0.0445622527458084 -0.0571652014122156 -0.830920002934132 -0.874371824640719 -0.049745196628982 -0.630947459700599 -0.103832683491317 -0.630947459700599 -0.103832683491317 -0.73320719751497 -0.0469611885401198 -0.693434577904192 -0.0660877249597006 -0.84851863011976 -0.166989328907305 -0.689453051047904 -0.637957449640719 -0.742231387634731 -0.660489537904192 -0.605510423961078 -0.867802854862275 -0.225782780243931 0.0240758218553892 -0.983021598502994 -0.728496455928144 -0.723907683083832 -0.819222532994012 -0.720203372035928 -0.718398453652695 -0.304670658682635 -0.0885695985083832 -0.213292981460988 -0.984045374191617 -0.772855463736527 -0.801441592754491 -0.737016020538922 -0.799760555973054 -0.74032145739521 -0.817055544188623 -0.0962211625121257 -0.23377520243015 -0.991060340119761 -0.673154380637725 -0.67478835411976 -0.718767445194611 -0.720747618404192 -0.841840127065868 -0.608369175868263 -0.802962549161677 -0.87379088005988 -0.612943923473653 -0.875441210479042 -0.876817791952096
19 "SITTING" 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 0.152493066087278 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 0.175558561323889 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.00915121527863889 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.211363429495306 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.169826316053611 -0.531507362111361 -0.0944196037356111 -0.531507362111361 -0.0944196037356111 -0.5762252472125 -0.0143635160228611 -0.548919668132222 -0.0838070012175 -0.683436541824444 -0.0827028501833333 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.809615384086111 -0.212433282953944 0.0703873634217222 -0.890328877269444 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.224222222222222 0.00263882956916667 -0.160787596137611 -0.893768668694444 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.836015325730556 -0.0321842609068333 -0.19629760694 -0.922707125555556 -0.556404444967972 -0.713026818855556 -0.619923645403611 -0.576064647812278 -0.8341269836 -0.707005982963056 -0.636287999799167 -0.881623932222222 -0.547001152686111 -0.719519008752778 -0.922486772055556
20 "LAYING" 0.268210689679487 -0.0154394352991026 -0.103432062417949 -0.546535422961538 -0.259011300096154 -0.0542406250496154 0.590974958467949 0.00243648291666667 0.107789718651859 -0.95804564051282 -0.951149621217949 -0.00278585131532051 0.0750346921474359 -0.00274400097455128 -0.00251495485183974 -0.586215941176923 -0.426120353397436 0.0506540031807692 -0.0224726834409615 -0.0789627194310256 0.0900253976657692 -0.652396391814103 -0.485894484605705 -0.0439887857679487 -0.0945547052108333 -0.0402012429820513 -0.0525724570615385 -0.653186069490385 -0.643573137512821 0.0390186498410256 -0.452429326099846 -0.0460440514679487 -0.452429326099846 -0.0460440514679487 -0.564555998864103 -0.0419200011511538 -0.435122258175641 0.0263120922307692 -0.624627827903846 -0.0853553567628205 -0.57063792171218 -0.324959680379103 -0.67195587225 -0.538561223491667 -0.273948137371154 -0.777613411794872 -0.273541700883974 0.040394045223718 -0.967541529230769 -0.624523279069231 -0.466996133878205 -0.730766642435897 -0.584111033739744 -0.420402255935897 -0.354871794871795 -0.140843708823077 -0.270189613514551 -0.968446093269231 -0.579382474189103 -0.526303994216667 -0.431155163544231 -0.676883051647436 -0.46709876350641 -0.721485411512821 -0.129845704680769 -0.160848125435897 -0.942799745897436 -0.505493351425641 -0.7648099025 -0.653997570361538 -0.538159936420513 -0.888074886730769 -0.614781993762821 -0.547332691298077 -0.872781065448718 -0.726286608525641 -0.659341951769231 -0.916361415294872
